nm	kind_code
Boston Scientific Neuromodualtion Corporation	0
Boston Scientific Neuromodulation Corporation	0
Boston Scientific Neuromodulation Corporatition	0
Boston Scientific Neuromodulation Corporaton	0
Boston Scientific Neuromodulation Corportion	0
Boston Scientific Schimed, Inc.	0
BOSTON SCIENTIFIC SCIME, INC.	0
Boston Scientific Scimed Inc.	0
BOSTON SCIENTIFIC SCIMED,  INC.	0
Boston Scientific Scimed, Inc	0
Boston Scientific Scimed, Inc.	0
Boston Scientific SciMed. Inc.	0
Boston Scientific, Inc.	0
Boston Scientific, Neuromodulation Corporation	0
Boston Scientifique Scimed, Inc.	0
Boston University	1
Boston Whaler, Inc.	0
Boston-Power, Inc.	0
BOSU Fitness, LLC	0
Bosung Meditech Co., Ltd.	0
BOSWELL ENGINEERING, INC.	0
Bot &amp; Dolly, LLC	0
BOT HOME AUTOMATION, INC.	0
BOT LLC	0
BOT Research, LLC	0
BOTAK SIGN PTE LTD	0
Botanic Century (Beijing) Co. Ltd.	0
Botanic Century (Beijing) Co., Ltd.	0
Botanic Century Beijing Co. Ltd.	0
BOTANIC TECHNOLOGIES, INC.	0
BOTANOCAP LTD.	0
botbotbotbot Inc.	0
BOTE BUILDING MATERIALS (TIANJIN) CO., LTD	0
Bote, LLC	0
botek Praezisionsbohrtechnik GmbH	0
botek Prazisionsbohrtechnik GmbH	0
Botem Co., Ltd.	0
BOTHAND ENTERPRISE INC.	0
Bother Kogyo Kabushiki Kaisha	0
BOTHHAND ENTERPRISE INC.	0
BOTHNIC INFORMATION CO. LTD.	0
Botron Co. Inc.	0
Botsitter, LLC	0
Bott &amp; Dolly, LLC	0
BOTTERO S.P.A.	0
BOTTHAND ENTERPRISE INC.	0
Bottle Breacher LLC	0
Bottle Ops	0
Bottle Rocket LLC	0
Bottlecap Holdings Ltd.	0
Bottlenose, Inc.	0
BOTTLETECH, LLC	0
Bottomline Technologies (DE) Inc.	0
Bottomline Technologies (DE), Inc.	0
Bottomline Technologies, Inc.	0
Botulinum Toxin Research Associates, Inc.	0
Bouchard Communications, Inc.	0
BOUCHE BABY INC.	0
Boudler Wind Power, Inc.	0
Boulden Company, Inc.	0
Boulder Electric Vehicle	0
Boulder Innovation Group Inc.	0
Boulder Ionics Corporation	0
Boulder Lamp, Inc.	0
Boulder Nonlinear Systems, Inc.	0
Boulder Wind Power, Inc.	0
Bouldin Corporation	0
Boulding Blocks LLC	0
BOULLE CARBOTHERMIC METALS LTD	0
Bounce Composites, LLC	0
Bounce Exchange LLC	0
Bounce Exchange, Inc.	0
BOUNCE IMAGING, INC.	0
BounceChat, Inc.	0
Boundary Equipment Co. Ltd.	0
BOUNDARY SOLUTIONS INC.	0
BOUNDARY SOLUTIONS, INC.	0
Boundless Lin Co., Ltd.	0
Boundless Network	0
Boundless Networks, Inc.	0
Bounts Technologies Ltd	0
Bourbaki 13, Inc.	0
Bourbon Corporation	0
Bourgault Industries Ltd.	0
Bourn &amp; Koch, Inc.	0
Bourns, Inc.	0
Bourque Industries	0
BOUTIQ SCIENCE LIMITED	0
BOUTY S.P.A.	0
Bouyant Holdings Limited	0
Bouygues Telecom	0
BOUYGUES TRAVAUX PUBLICS	0
Boveda Inc.	0
Boveda, Inc.	0
Bovet Fleurier, SA	0
Bovia, Inc.	0
Bovie Medical Corporation	0
Bow Anchor Products	0
Bow Step, LLC	0
Bow Wow Labs, Inc.	0
BOWA-ELECTRONIC GMBH &amp; CO. KG	0
Bowalter Holographics (Malta) Limited	0
Bowater, LLC	0
BowBaby LLC	0
Bowden Tactical, LLC	0
Bowe Systec GmbH	0
BOWE SYSTEC GMBH	0
Bowen Engineering Corporation	0
Bowerbags, LLC	0
Bowie State University	1
Bowie-Wiggins LLC	0
Bowles Fluidics Corporation	0
Bowling Green State University	1
BOWLING NEDERLAND B.V.	0
Bowman International Limited	0
Bowman Manufacturing Company, Inc.	0
Bowman Power Group Limited	0
BowTech, Inc.	0
Box Clever Pty Limited	0
BOX LIMITED	0
Box Tiles LLC	0
Box Wine Caddy, Inc.	0
Box, Inc	0
Box, Inc.	0
BOXAIR ENGINEERING, LLC	0
Boxal France SAS	0
Boxbee, Inc.	0
BoxCast, LLC	0
Boxer Anaya, LLC	0
Boxing Is For Girls, LLC	0
BOXPLAN GmbH &amp; Co.KG	0
Boxtone, Inc.	0
BOXX Corp.	0
Boxxle, LLC	0
Boxy Blind Valve Co., Ltd.	0
Boyce Technologies Inc.	0
Boyce Thompson Institute for Plant Research	3
Boyce Thompson Institute for Plant Research, Inc.	0
Boyd Gaming Corporation	0
Boydel Wastewater Technologies Inc.	0
BoYen Therapeutics, Inc.	0
Boyer Anderson, LLC	0
Boyer Inc.	0
Boyer, Inc.	0
Boying Xiamen Science and Technology Co., Ltd.	0
Boyle Energy Services &amp; Technology, Inc.	0
BP ALERT LIMITED	0
BP Alternative Energy International Limited	0
BP Biofuels UK Limited	0
BP CHEMICALS LIMITED	0
BP Childrens' Products Co. HK Limited	0
BP Children's Products HK Co. Limited	0
BP Children's Products HK Co., Limited	0
BP Children's Products HK Co., Ltd.	0
BP Coporation North America Inc.	0
BP Corporation North America Inc	0
BP Corporation North America Inc.	0
BP Corporation North America, Inc.	0
BP EUROPA SE	0
BP Exploration Operating Company Limited	0
BP Norge AS	0
BP Oil International Limited	0
BP P.L.C.	0
BP RECYCLING SYSTEMS GMBH	0
BPB Limited	0
BPC Acquisition Company	0
BPC Aquisition Company	0
BPG RECREATIONAL INC.	0
BPIP LIMITED LIABILITY COMPANY	0
BPLUGZ, LLC	0
BPM Products, LLC	0
BPRex Healthcare Packaging Inc.	0
BPS DIAMOND SPORTS CORP.	0
BPS Engineering, LLC	0
BPSI Holdings, LLC	0
BPV Holdings, LLC	0
BPW Bergische Achsen KG	0
BPW Sciences, LP	0
BQE WATER INC.	0
BR Methods, Inc.	0
BRAAP, LLC	0
Brabble TV.Com LLC	0
Bracco Diagnostics Inc.	0
Bracco Diagnostics, Inc.	0
BRACCO IMAGING S.P.A.	0
Bracco Imaging SpA	0
BRACCO INJENEERING S.A.	0
Bracco S.P.A.	0
Bracco Suisse S.A.	0
Bracco Suisse SA	0
Brace GmbH	0
BRACEMASTERS INTERNATIONAL, LLC	0
Brachium, Inc.	0
BrachyTech LLC	0
BRACK CAPITAL ENERGY TECHNOLOGIES LIMITED	0
Bracket Computing, Inc.	0
BRACKETRACES.COM LLC	0
Bracketron, Inc.	0
Bradar Industria S.A.	0
Braddell Limited	0
Braden Boards LLC	0
Braden Boards, LLC	0
Braden Manufacturing, LLC	0
Bradford Built, Inc.	0
Bradford Company	0
BRADFORD NETWORKS, INC.	0
BRADFORD WHITE CORPORATION	0
BRADIUM TECHNOLOGIES LLC	0
Bradken Canada Ltd.	0
Bradken Resources Pty Limited	0
Bradley Corporation	0
Bradley Fixtures Corporation	0
BRADLEY INDUSTRIAL TEXTILES, INC.	0
Bradley Innovation Group, LLC	0
Bradley University	1
Bradshaw Defense, LLC	0
BRADSHAW INTERNATIONAL, INC.	0
Bradshaw Medical, Inc.	0
Brady Management Corporation	0
Brady Worldwide, Inc.	0
BRAEBURN ASSET HOLDINGS, LLC	0
Braeburn Pharmaceuticals BVBA SPRL	0
Braeburn Systems LLC	0
Braeburn Systems, LLC	0
Braemar Manufacturing, LLC	0
BRAERG?GRUPO BAR?ILEIRO DE PESQUISAS ESPECIALIZADAS LTDA.	0
Braeuer Systemtechnik GmbH	0
Braeur Systemtechnik GmbH	0
Bragel International, Inc.	0
Braggone Oy	0
BRAGI GmbH	0
Brahm Holdings, LLC	0
Braid Logistics North America, LLC	0
BRAIDLOCK LIMITED	0
BRAIFORM (HK) LTD.	0
Braille-Oz Pty Ltd	0
Brain Basket, LLC	0
Brain Biotechnology Research and Information Network AG	0
Brain Chase Productions, LLC	0
BRAIN CO., LTD.	0
Brain Corporation	0
Brain Enterprises, LLC	0
Brain Games, L.C.	0
Brain Research Institute Foundation Pty Ltd.	0
Brain Sentinel, Inc.	0
Brain State Technologies, LLC	0
Brain Symphony LLC	0
BRAIN TEMP INC.	0
BRAIN TEMP, INC.	0
Brain Trust Innovations I, LLC	0
Braincare Desenvolvimento E Inovacao Tecnologica LTDA	0
BRAINCASE SOLUTIONS, LLC	0
BRAINCHILD ELECTRONIC CO., LTD.	0
BRAINCHILD SURGICAL DEVICES LLC	0
BrainChip Inc.	0
Brainco Biopharma S.L.	0
Brainco Biopharma, S.L.	0
Braincon Handels-GmbH	0
BrainCool AB	0
BRAINFALL.COM, INC.	0
BrainGate Co., LLC	0
Braingaurd Technologies, Inc.	0
Brain-Gen Biotech	0
BRAINGUARD CO., LTD.	0
Brainguard Technologies, Inc.	0
BRAINITCH SOLUTIONS, LLC	0
Brainlab AG	0
Brainlab Ltd.	0
BRAINLABS B.V.	0
BrainLit AB	0
BrainMaster Technologies, Inc.	0
BrainofT Inc.	0
Brainpool, Inc.	0
BrainQ Technologies Ltd.	0
Brainquake Inc.	0
Brainreader ApS	0
Brains and Brawn LLC	0
BrainScope Company, Inc.	0
Brainsgate Ltd.	0
BRAINSONIX CORPORATION	0
Brainspace Corporation	0
BrainStem Biometrics, Inc.	0
Brainstorm Audio, LLC	0
BrainStorm Cell Therapeutics Ltd.	0
Brainstorm Golf, Inc.	0
BRAINSWAY, LTD.	0
Braintexter, Inc.	0
BRAINTREE BIOTECHNOLOGY INSTITUTE	0
Braintree Laboratories, Inc.	0
Braintree Payment Solutions, LLC	0
Braintree Solution Consulting, Inc.	0
BRAINTRIBE IT?TECHNOLOGIES GMBH	0
BRAINTROPIA CO., LTD.	0
Brainvision Inc.	0
Brainwave Innovations Private Limited	0
BRAINWAVE RESEARCH CORPORATION	0
Brainy Yak Labs LLC	0
Brainzquare Inc.	0
Brainzsquare Inc.	0
BRAIS MALOUIN AND ASSOCIATES INC.	0
BRAK TUB CORP.	0
Brake Free Technologies	0
Brake Parts Inc LLC	0
BRAKEBOARD PTY LTD	0
BRAMAC S.R.L.	0
BRAMAL LED INC.	0
Brambel Trading Internacional LDS	0
Brammo, Inc.	0
Brampton Brick Limited	0
Bramwell Brown Limited	0
BRAN+LUEBBE GMBH	0
Branach Technology Pty Ltd	0
BRANAN MEDICAL CORPORATION	0
Branch Banking &amp; Trust Company	0
Branch Banking and Trust Company	0
Branch Metrics, Inc.	0
BRANCHFIRE, LLC	0
Branchpoint Technologies, Inc.	0
Brand 44 Trading LLC	0
Brand Affinity Technologies, Inc.	0
Brand Awareness, Inc.	0
Brand Bumps, LLC	0
Brand Design Company, Inc.	0
Brand Energy &amp; Infrastructure Services LTD	0
BRAND GMBH + CO KG	0
BRAND NEW IDEAS SARL	0
Brand New Technology Ltd.	0
Brand Services, LLC	0
Brandbumps, LLC	0
Brandebury Tool Company, Inc.	0
Branded Seats, LLC	0
BRANDED SEATS, LLC.	0
Brandeis University	1
Brandels University	1
Brandenburg Limited	0
Brandenburger Patentverwertung GBR	0
Brandenburgische Technische Universitaet Cottbus- Senftenberg	1
Brandenburgische Technische Universitat Cottbus-Senftenberg	1
BRANDENBURGISCHE TECHNISCHE UNIVERSITAT COTTBUS?SENFTENBERG	1
Branders.com, Inc.	0
BrandFast LLC	0
BRANDFX LLC	0
Brand-Gaus, LLC	0
BRANDIFICANT INC.	0
BRANDING BRAND, INC.	0
BRANDING SHORTS, LLC	0
BrandMotion, LLC	0
BRANDON &amp; CLARK, INC.	0
Brandon Medical Company Limited	0
Brandsbumps, LLC	0
Brandsign AB	0
Brandt Agricultural Products Ltd.	0
BRANDT ENGINEERED PRODUCTS LTD.	0
Brandt Industries Ltd.	0
Brandt Road Rail Corporation	0
BrandVerity Inc.	0
BRANDVERITY, INC.	0
Brandywine Product Group International Inc.	0
BRANE AUDIO, LLC	0
Braner USA, Inc.	0
Branhaven LLC	0
BRAN-NEW INTERNATIONAL	0
BRANSON ULTRASCHALL Niederlassung der Emerson Technologies GmbH &amp; Co. OHG	0
Branson Ultrasonics Corporation	0
Brantner &amp; Associates, Inc.	0
Bras To Help Save The Ta Tas, LLC	0
Brasfond USA Corp.	0
Brasilata S.A. Embalagens Metalicas	0
Brasilata S.A. Embalagens Metalicas	0
Brasilata S/A Embalagens Metalicas	0
Brasilata S/A Embalagens Metalicas	0
Braskem America, Inc.	0
Braskem S.A.	0
Braskem S/A	0
Brasksm S.A.	0
Brass Craft Manufacturing Company	0
BRASS ROOTS TECHNOLOGIES, LLC	0
BRASS SMITH INNOVATIONS, LLC	0
Brass Smith LLC	0
Brass Smith, LLC	0
Brass Wolf Enterprises Ltd.	0
BRASSCORP LIMITED	0
Brasscraft Manufacturing Company	0
Brass-Craft Manufacturing Company	0
Brassica Foundation for Chemoprotection Research, Inc.	0
Braster SA	0
Bratney Companies	0
Braun GmbH	0
Braun Intertec Geothermal, LLC	0
BRAUNFORM GMBH	0
BRAV METAL TECHNOLOGIES INC.	0
BRAVA HOME, INC.	0
Braven LC	0
BRAVEN, LC	0
BRAVILOR HOLDING B.V.	0
Bravioz Oy	0
BRAVO BIOMED, INC.	0
BRAVO COMPANY MFG, INC.	0
Bravo Company Mfg. Inc.	0
Bravo Company USA, Inc.	0
Bravo Ideas Digital Co., Ltd.	0
BRAVO S.P.A.	0
BRAVO SPORTS	0
BRAVO-O-TECH GMBH	0
BRAV-O-TECH GMBH	0
BRAVOTEK ELECTRONICS CO., LTD.	0
Braxton Engineering, Inc.	0
Bray International, Inc.	0
BRAZEL'S PERFORMANCE PRODUCTS	0
Brazeway, Inc.	0
Brazilian Agricultural Research Corporatio?Embrapa	0
BRB/Sherline, Inc.	0
BRC ENGINEERING LTD.	0
BRE ELETTRONICA S.R.L.	0
Brea Impianti S.U.R.L.	0
Breaching Technologies, Inc.	0
BREAK ROOM MEDIA LLC	0
Breakaway Records, L.L.C.	0
Breaker Technology, Inc.	0
Breakingpoint Systems, Inc.	0
Breakout Barrier Release Systems Pty. Ltd.	0
Breakthrough Design	0
Breakthrough Engenuity, LLC	0
BREAKTHROUGH MEDICAL RESEARCH B.V.	0
Breakthrough PerformanceTech, LLC	0
Breas Medical AB	0
Breas Medical, AB	0
Breast Microseed LLC	0
Breast-Med, Inc.	0
Breath Diagnostics, LLC	0
Breath Ltd.	0
BREATH RESEARCH, INC.	0
Breathable Baby, LLC	0
BreathableBaby, LLC	0
BreathalEyes Inc.	0
Breathalyzer Equalizer, LLC	0
Breathe Technologies, Inc.	0
BREATHE.ME LTD.	0
BreatheAtor Vest Systems LLC	0
BreatheTechnologies, Inc.	0
BREATHEVISION LTD.	0
BreatheWise, LLC	0
BREATHING SYSTEMS, INC.	0
Brechtel Manufacturing	0
Brechtel Manufacturing, Inc.	0
BRECO Antriebstechnik Breher GmbH &amp; Co., KG	0
Bredent GmbH &amp; Co. KG	0
bredent medical GmbH &amp; Co. KG	0
BREEZE PRODUCT DESIGN LIMITED	0
Breeze-Eastern LLC	0
Breezer Holdings, LLC	0
Breezway Australia (Holdings) Pty Ltd	0
Breezy Industries Ltd.	0
BreezyPrint Corporation	0
Breg, Inc.	0
Breghtway Construction Solutions, LLC	0
Breitling AG	0
Brejon Holdings (BVI), Ltd.	0
Breker Verification Systems	0
BRELKO PATENTS (PTY) LTD	0
Brell Medical Innovations, LLC	0
Brema Ice Makers S.P.A.	0
BREMAS ERSCE S.P.A.	0
Brembo North America, Inc.	0
BREMBO SGL CARBON CERAMIC BRAKES GMBH	0
Bremer Institute fur Angewasdtestrahctechnik GmbH	0
BREMI FAHRZEUG-ELEKTRIK GMBH + CO. KG	0
BRENDERUP AB	0
BRENMILLER ENERGY LTD.	0
Brenmoor Limited	0
Brennan Equipment and Manufacturing	0
Brennan Equipment and Manufacturing Inc.	0
Brennan Innovation Inc.	0
BRENTAPACK S.R.L.	0
BRENTON LLC	0
Bren-Tronics Batteries International, L.L.C.	0
Bren-Tronics, Inc.	0
Brentwood Industries, Inc.	0
Breonics Inc.	0
Breonics, Inc	0
Bresight PTY Limited	0
Bretford Manufacturing Inc.	0
Bretford Manufacturing, Inc	0
Bretford Manufacturing, Inc.	0
BRETON S.P.A.	0
BRETON SYSTEMS LLC	0
BREVETTI ANGELA S.R.L.	0
Brevi S.R.L.	0
Brevik Technology, A.S.	0
Breville Pty Limited	0
BREVILLE Pty LIMITED.	0
Breville Pty Ltd	0
Brevity Ventures LLC	0
Brevium, Inc.	0
Brewco, Inc.	0
Brewer Science Inc.	0
Brewer Science, Inc.	0
Brewer Steel Co.	0
Brewer's Ledge Inc.	0
BREWJACKET INCORPORATED	0
Brewnique LLC	0
Brewster Manufacturing, Inc.	0
BREWSTERPEARAH VENTURES LLC	0
Breya, LLC.	0
BRG Industries Incorporated	0
BRIAN AND NEAL'S BIG ADVENTURE, LLC	0
BRIAN CORPORATION	0
Brian Investments Pty Ltd	0
Brianal Innovations Corp.	0
Brica, Inc.	0
Brickell Biotech, Inc.	0
BrickHouse Innovations, LLC	0
Bridea Hong Kong Ltd.	0
Bridelux, Inc.	0
BRIDESTONE CORPORATION	0
Bridge and Post, Inc.	0
BRIDGE COMPANY A/S	0
BRIDGE Energy Group, Inc.	0
BRIDGE MEDIATECH, S.L.	0
BRIDGE PHARMA, INC	0
BRIDGE PHARMA, INC.	0
BRIDGE SEMICONDUCTOR CORPORATION	0
Bridge12 Technologies, Inc.	0
Bridge4People A/S	0
Bridgeborn LLC	0
BRIDGEBORN, INC.	0
BRIDGEDRIVE PRODUCTS B.V.	0
BridgeHealth Medical, Inc.	0
BRIDGELUX INC.	0
Bridgelux Incorporated	0
Bridgelux, Inc	0
Bridgelux, Inc.	0
Bridgepoint Education	0
Bridgepoint Medical, Inc.	0
Bridgeport Fitting, Inc.	0
BRIDGEPORT FITTINGS, INC.	0
Bridgeport Instruments, LLC	0
Bridgeport Networks, Inc.	0
Bridger Photonics, Inc.	0
BRIDGER TECHNOLOGIES, INC.	0
Bridgeston Americas Tire Operations, LLC	0
Bridgeston Corporation	0
Bridgestone Americas Tire Operations, Inc.	0
Bridgestone Americas Tire Operations, LLC	0
Bridgestone Americas Tires Operations, LLC	0
BRIDGESTONE AMERICAS, INC.	0
Bridgestone Bandag, LLC	0
BRIDGESTONE CORPORATION	0
BRIDGESTONE EUROPE NV	0
Bridgestone Firestone North American Tire, LLC	0
BRIDGESTONE KBG CO., LTD	0
Bridgestone Research, LLC	0
Bridgestone Sports Co., Ltd	0
Bridgestone Sports Co., Ltd.	0
Bridgeton Landfill, LLC	0
Bridgetree, Inc.	0
Bridgette, Inc.	0
BRIDGEVIEW MANUFACTURING INC.	0
Bridgeview Mfg. Inc.	0
Bridgewater LLC	0
Bridgewater Systems Corp.	0
Bridgewell, Inc.	0
Bridgewest Finance LLC	0
Bridgeworks Limited	0
Bridging Gaps, LLC	0
BRIDGING MEDICAL, LLC	0
Bridging Partners Corporation	0
BRIDG-IT LLC	0
Bridgrid, Inc.	0
Bridgstone Sports Co., Ltd.	0
BRIDON INTERNATIONAL LTD.	0
BRIEFCAM LTD.	0
Brief-Lynx, Inc	0
Brien Holden Vision Diagnostics, Inc.	0
Brien Holden Vision Institute	3
Brigade Electronics (UK) LImited	0
BRIGATES MICROELECTRONICS (KUNSHAN) CO., LTD	0
BRIGATES MICROELECTRONICS (KUNSHAN) CO., LTD.	0
Brigdestone Corporation	0
Briggo, Inc.	0
Briggo, LLC	0
BRIGGS &amp; RILEY TRAVELWARE LLC	0
Briggs &amp; Riley Travelware, LLC	0
Briggs &amp; Stratton Corporation	0
Briggs and Riley Travelware, LLC	0
Briggs and Stratton Corporation	0
BRIGGS MEDICAL, LLC	0
Brigham &amp; Woman's Hospital, Inc.	2
Brigham &amp; Women's Hospital, Inc.	2
Brigham and Women's Hospital	2
Brigham and Women's Hospital, Inc.	2
Brigham Young Univerisity	1
Brigham Young Univeristy	1
Brigham Young University	1
BrighamFloats, LLC	0
Bright Acceleration Technologies LLC	0
Bright Cloud International Corp.	0
Bright Company Inc.	0
Bright Coop, Inc.	0
Bright Crystals Technology, Inc.	0
Bright Dairy &amp; Food Co., Ltd	0
Bright Energy Storage Technolgies, LLP	0
Bright Energy Storage Technologies LLP.	0
Bright Energy Storage Technologies, LLP	0
BRIGHT HARVEST OVERSEAS INC.	0
Bright House Networks, LLC	0
Bright Ideaz Inc.	0
BRIGHT IN RESEARCH &amp; DEVELOPMENT (SARL)	0
BRIGHT KINGDOM DEVELOPMENT LTD.	0
Bright LED Electronics Corp.	0
BRIGHT LED LTD.	0
BRIGHT LIGHT SYSTEMS, INC.	0
BRIGHT MINDS HOLDING B.V.	0
BRIGHT ROUTE LIMITED	0
Bright Sky Ventures, LLC	0
BRIGHT SOLUTIONS INTERNATIONAL LLC	0
Bright Sun Technologies	0
Bright Technologies, L.L.C.	0
Bright Technologies, LLC	0
BRIGHT TOWARD INDUSTRIAL CO., LTD.	0
Bright View Technologies Corporation	0
BRIGHT WILL HOLDINGS LIMITED	0
BRIGHTBOX, INC.	0
Brightcove Inc.	0
Brightcove, Inc.	0
BRIGHTEDGE TECHNOLOGIES, INC.	0
BRIGHTEK OPTOELECTRONIC (SHENZHEN) CO., LTD.	0
BRIGHTEK OPTOELECTRONIC CO., LTD.	0
BRIGHTEN OPTIX CORPORATION	0
Brighter AB	0
Brighterion, Inc.	0
Brightex Bio-Photonics LLC	0
Brightfield Transportation Solutions, Inc.	0
BRIGHTGENE BIO-MEDICAL TECHNOLOGY (SUZHOU) CO., LTD.	0
Brightgene Bio-Medical Technology Co., Ltd.	0
BRIGHTLEAF TECHNOLOGIES INC.	0
BRIGHTLEAF TECHNOLOGIES, INC.	0
Brightlight Solutions, LLC	0
Brightline, Inc.	0
BRIGHTLING EQUIPMENT LTD.	0
Brightloop	0
Brightmind, LLC	0
Brighton Development, LLC	0
BrightPoint Security, Inc.	0
Brightpoint, Inc.	0
Brightpulse Holding Ltd.	0
BrightSky Labs, Inc.	0
Brightsky, LLC	0
BRIGHTSOURCE INDUSTRIES (ISRAEL) LTD	0
BRIGHTSOURCE INDUSTRIES (ISRAEL) LTD.	0
BrightSource Industries (Israel), Ltd.	0
BRIGHTSOURCE INDUSTRIES (ISREAL) LTD.	0
BrightSpec, Inc.	0
Brightspot Solutions, LLC	0
Brightstar Corp.	0
Brightstar Learning	0
BrightTALK Limited	0
BrightTALK Ltd.	0
BrightVolt, Inc.	0
Brightwake Limited	0
Brightwater Medical, Inc.	0
BRIGHTWAY VISION LTD.	0
Brightway Vision, Ltd.	0
Brightwell Dispensers Limited	0
Brightwell Dispensers Ltd	0
Brigitte Labelle	2
Brigs &amp; Stratton Corporation	0
Brilex Gesellschaft fur Explosionsschutz mbH	0
Brilliance Publishing, Inc.	0
Brilliant Arc	0
Brilliant Digital Entertainment, Inc.	0
Brilliant Home Technology, Inc.	0
BRILLIANT LIGHT POWER, INC.	0
Brilliant Oil Tools AS	0
Brilliant Points, Inc.	0
BRILLIANT SENSING TECHNOLOGY	0
Brilliantts Co., Ltd.	0
BRillio LLC	0
Brillio, LLC	0
Brillnics Japan Inc.	0
Brillouin Energy Corp.	0
Brim Brothers Limited	0
Brimes Energy Inc.	0
Brimes Energy, Inc.	0
Brimguard LLC	0
Brimo Technology, Inc.	0
Brimrock International Inc.	0
Brimrose Technology Corporation	0
Brimtech, LLC	0
Brindle Data L.L.C.	0
BRINEE HOME SOLUTION LTD.	0
Brinemaker, Inc.	0
Bringham Young University	1
Bringrr Systems	0
Brink Industries LLC	0
Brinker Technology Ltd	0
Brinkman Products, Inc.	0
Brinkmann Pumpen K.H. Brinkmann GmbH &amp; Co. KG	0
Brink's Network, Inc.	0
Brinly-Hardy Company	0
BRIONMADEL PTY LTD	0
BRIPCO BVBA	0
BRIPCO, BVBA	0
BRISK TABOR	0
Brismat Inc.	0
BRISON S.A.	0
BRIST AXLE SYSTEMS S.R.L.	0
Bristan Group Limited	0
Bristol Compressors International, Inc.	0
Bristol Compressors Interntional, Inc.	0
Bristol Compressors, International Inc.	0
BRISTOL, INC.	0
Bristol-Meyers Squibb Company	0
BRISTOL-MYERS QUIBB COMPANY	0
Bristol-Myers Scuibb Company	0
Bristol-Myers Squibb &amp; Gilead Sciences, Inc.	0
BRISTOL-MYERS SQUIBB &amp; GILEAD SCIENCES, LLC	0
Bristol-Myers Squibb Co.	0
Bristol-Myers Squibb Company	0
Bristol-Myers Squibbs Company	0
Bristols-Myers Squibb Company	0
Bristo-Myers Squibb Company	0
Briston-Myers Squibb Company	0
BRIT MEDIA, INC.	0
BRITA GMBH	0
Brita LP	0
Britannia Engineering (Isle of Man) Limited	0
BRITANNIA PHARMACEUTICALS LTD.	0
BRITAX CHILD SAFETY INC.	0
BRITAX CHILD SAFETY, INC.	0
BRITAX CHILDCARE PTY LTD.	0
Britax Romer Kindersicherheit GmbH	0
BRITAX ROMER KINDERSICHERHEIT GMBH	0
Brite Case, LLC	0
BRITE SHOT, INC.	0
Brite Smart Corp.	0
BRITE: BILL LIMITED	0
Britec Co., Ltd.	0
Britenstine Incorporated	0
Britesmart Corp.	0
Britesmart LLC	0
Britisg Columbia Cancer Agency Branch	2
British Airways Plc	0
British Amercian Tobacco (Investments) Limited	0
British American Toacco (Investments) Limited	0
British American Tobacco (Germany) GmbH	0
British American Tobacco (Invesments) Limited	0
BRITISH AMERICAN TOBACCO (INVESTMENTS) LIMITED	0
BRITISH AMERICAN TOBACCO (INVESTMENTS) LTD	0
BRITISH AMERICAN TOBACCO JAPAN, LIMITED	0
British American Tobacco Japan, Ltd.	0
BRITISH AMERICAN TOBACCO KOREA MANUFACTURING LIMITED	0
British American Tobacoo (Investments) Limited	0
BRITISH BAZAAR COMPANY LIMITED	0
British Biocell International Limited	0
British Broadcasting Corporation	0
BRITISH COLUMBIA CANCER AGENCY BRANCH	2
British Columbia Cancer Agency Branch	4
British Columbia Center Agency Branch	3
British Columbia Hydro and Power Authority	0
British Columbia Institute of Technology	1
British Gas Trading Limited	0
British Polythene Limited	0
British Sky Broadcasting Limited	0
BRITISH SKY BROADCASTING LTD	0
British Sky Broadcasting Ltd.	0
British Telecommnications Public Limited Company	0
British Telecommunication PLC	0
BRITISH TELECOMMUNICATION PUBLIC LIMITED COMPANY	0
BRITISH TELECOMMUNICATIONS	0
British Telecommunications Corporation	0
British Telecommunications PLC	0
BRITISH TELECOMMUNICATIONS public limited company	0
BRITISH TELECOMMUNICATIONS, public limited company	0
British Virgin Islands Central Digital Inc.	0
BriTon Leap, Inc.	0
Britplas Commercial Windows Limited	0
BRITSH AMERICAN TOBACCO (INVESTMENTS) LIMITED	0
BRITSIH TELECOMMUNICATIONS public limited company	0
Brittish Columbia Cancer Agency Branch	3
Brittmore Group LLC	0
BRITTPAC LTD	0
Brivant Research &amp; Development Limited	0
BRIVAPLAST S.r.L.	0
Brivas LLC	0
Briview Corporation	0
BRIVO SYSTEMS LLC	0
Brivo Systems, Inc.	0
BRIVO SYSTEMS, LLC	0
BRIVU TECHNOLOGIES CO., LTD	0
BRIX USA, LLC	0
Brixham Solutions Ltd.	0
BRIXO SMART TOYS LTD.	0
BRK Brands, Inc.	0
BRM Technologies, Inc.	0
Brno University of Technology	1
Broad Corporation	0
Broad Institute, Inc.	0
BROAD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS	1
Broadata Communications, Inc.	0
Broadband Discovery Systems, Inc.	0
Broadband iTV, Inc.	0
Broadband Mobile Technologies, Inc.	0
Broadband United GmbH	0
Broadband Wireless Technology Corp.	0
BroadbandTV, Corp.	0
Broadbridge Investor Communication Solutions, Inc.	0
Broadbus Technologies, Inc.	0
Broadcast 3DTV, Inc.	0
Broadcast Electronics	0
Broadcast International, Inc.	0
Broadco Corporation	0
Broadcom	0
Broadcom Coporation	0
Broadcom Corporation	0
Broadcom Corporations	0
Broadcom Corporaton	0
BROADCOM CORPORTION	0
